,Gender,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
367,F,HRIS Analyst,HR Technology,Illinois,HumanResources,43.14466,23.478444,63.21600345,HeadOffice
368,F,Baker,Bakery,Maine,Stores,48.73314194,4.425093038,73.92678067,Stores
369,F,Baker,Bakery,Arkansas,Stores,43.28842535,6.207171968,33.07679923,Stores
370,M,Cashier,Customer Service,Minnesota,Stores,43.90486891,2.719332403,96.66844471,Stores
371,F,Baker,Bakery,Virginia,Stores,31.31040261,3.787033942,23.74644316,Stores
372,M,Baker,Bakery,Colorado,Stores,45.5682308,5.833924171,71.23074099,Stores
373,M,Baker,Bakery,Florida,Stores,58.13304183,7.806944723,95.95336768,Stores
374,M,Baker,Bakery,Idaho,Stores,54.779859,5.112717498,125.8604413,Stores
375,M,Baker,Bakery,Hawaii,Stores,57.87101095,5.674411191,114.4136166,Stores
376,M,Baker,Bakery,Michigan,Stores,48.69864812,5.431143371,43.80520345,Stores
377,F,Cashier,Customer Service,Kentucky,Stores,38.89574259,2.676968457,55.55237954,Stores
378,M,Cashier,Customer Service,Minnesota,Stores,47.6683812,4.621010613,68.91000358,Stores
380,M,Baker,Bakery,Oklahoma,Stores,23.17755823,6.47552198,11.06662422,Stores
381,F,Baker,Bakery,Montana,Stores,47.29635022,4.629905433,125.8839935,Stores
382,M,Baker,Bakery,New Hampshire,Stores,38.6933991,6.293848878,19.45913802,Stores
384,F,Cashier,Customer Service,Wisconsin,Stores,42.94779654,5.759253216,75.3966086,Stores
385,F,Baker,Bakery,Wisconsin,Stores,41.27476629,6.571548908,94.28295789,Stores
387,F,Investment Analyst,Investment,Arkansas,FinanceAndAccounting,63.6606,3.567056,110.1393004,HeadOffice
388,M,Baker,Bakery,Ohio,Stores,45.50482408,6.19227067,123.0983087,Stores
389,M,Baker,Bakery,Montana,Stores,42.48329056,4.141059348,87.328194,Stores
391,F,Baker,Bakery,Nebraska,Stores,59.41045632,5.418940883,115.0429128,Stores
392,F,Baker,Bakery,Wyoming,Stores,53.68190138,4.262025469,159.1892618,Stores
393,F,Cashier,Customer Service,Alaska,Stores,50.29067228,3.194487001,128.5198368,Stores
394,M,Baker,Bakery,Massachusetts,Stores,47.31162488,5.500839969,67.24244208,Stores
397,F,Baker,Bakery,New York,Stores,54.17344462,3.654554735,112.4176815,Stores
398,F,Baker,Bakery,Nebraska,Stores,38.68350844,4.625218768,14.80722716,Stores
399,F,Baker,Bakery,Oregon,Stores,37.39941933,5.385136819,19.82535074,Stores
402,F,Baker,Bakery,Nebraska,Stores,57.48245355,4.996172316,188.8059986,Stores
403,F,Baker,Bakery,Michigan,Stores,39.65132981,4.234270483,24.65164069,Stores
404,F,Baker,Bakery,Arizona,Stores,37.58016678,3.898129622,38.97862104,Stores
407,M,Cashier,Customer Service,Oregon,Stores,47.44402299,7.191711717,133.2494689,Stores
408,F,Baker,Bakery,Kentucky,Stores,37.37674244,6.650815812,43.04919149,Stores
410,M,Labor Relations Analyst,Labor Relations,Delaware,HumanResources,49.81724,26.783065,31.5834116,HeadOffice
411,F,Cashier,Customer Service,Connecticut,Stores,39.41713079,2.108584694,32.57782403,Stores
412,F,Cashier,Customer Service,Idaho,Stores,48.70922246,3.895792669,105.2711057,Stores
413,M,Baker,Bakery,Virginia,Stores,46.4872512,3.826643269,90.89500232,Stores
414,M,Baker,Bakery,Virginia,Stores,41.41336734,2.877208906,64.67104232,Stores
415,F,Baker,Bakery,Nebraska,Stores,42.25238159,1.257179097,40.36260299,Stores
418,F,Cashier,Customer Service,Florida,Stores,34.64472079,3.537965175,21.78172758,Stores
419,M,Cashier,Customer Service,Oklahoma,Stores,48.28562518,4.80028956,108.8888799,Stores
420,F,Baker,Bakery,Colorado,Stores,53.8894244,5.409040791,111.6737578,Stores
422,F,Labor Relations Analyst,Labor Relations,Washington,HumanResources,55.01031,7.17544,126.5891578,HeadOffice
423,M,Cashier,Customer Service,Texas,Stores,42.20679651,5.316107874,65.83063728,Stores
424,F,Baker,Bakery,New York,Stores,40.72063863,4.921410713,89.09809241,Stores
425,F,Cashier,Customer Service,Florida,Stores,44.13614639,5.58846501,77.99267824,Stores
426,F,Baker,Bakery,Arkansas,Stores,55.6059169,4.280218839,162.071152,Stores
427,M,Cashier,Customer Service,Massachusetts,Stores,46.55622619,2.339814315,58.36254064,Stores
428,F,Cashier,Customer Service,Mississippi,Stores,35.13456681,4.123586358,13.91972288,Stores
429,F,Baker,Bakery,Texas,Stores,58.07045982,3.666060258,202.2246554,Stores
430,F,Labor Relations Analyst,Labor Relations,South Dakota,HumanResources,53.4876,19.460694,60.32133848,HeadOffice
431,M,Baker,Bakery,Nebraska,Stores,56.98952573,3.759089845,154.2911492,Stores
432,M,Recruiter,Recruitment,New Mexico,HumanResources,55.82504,21.561588,73.09016728,HeadOffice
435,F,Baker,Bakery,Missouri,Stores,43.16190211,6.35248055,59.13654597,Stores
436,M,Cashier,Customer Service,Arizona,Stores,39.44189274,4.307552705,17.59603058,Stores
437,F,Cashier,Customer Service,South Dakota,Stores,32.29718696,1.574168973,50.37777309,Stores
438,F,Dairy Person,Dairy,Nevada,Stores,44.58254104,5.357439351,116.6489239,Stores
439,F,Baker,Bakery,Nevada,Stores,54.93292919,4.99494518,104.0819056,Stores
441,F,Baker,Bakery,Maine,Stores,52.87064743,4.148150737,114.5110495,Stores
442,M,Baker,Bakery,New Hampshire,Stores,38.73055301,2.051009579,12.2525326,Stores
443,M,Baker,Bakery,Virginia,Stores,60.92573728,2.479067787,124.1534025,Stores
444,F,Baker,Bakery,California,Stores,45.2344092,4.446572171,104.3010009,Stores
446,F,Recruiter,Recruitment,Ohio,HumanResources,39.147491,21.147491,88.62749636,HeadOffice
447,M,Recruiter,Recruitment,Connecticut,HumanResources,52.92548,7.862807,77.57512672,HeadOffice
449,F,Cashier,Customer Service,New York,Stores,46.21123869,5.539763463,129.6330594,Stores
450,M,Baker,Bakery,South Dakota,Stores,62.39382381,3.130596532,84.82918503,Stores
451,F,Baker,Bakery,Nebraska,Stores,45.18557692,5.448827437,82.20343689,Stores
452,M,Baker,Bakery,Montana,Stores,34.29581552,4.25825765,22.62732579,Stores
453,F,Cashier,Customer Service,Colorado,Stores,38.73361127,4.693169974,53.18199049,Stores
454,M,Cashier,Customer Service,Kansas,Stores,58.12902481,7.157217516,113.121154,Stores
455,F,Cashier,Customer Service,North Carolina,Stores,42.41074499,8.486237832,96.8403563,Stores
456,F,Recruiter,Recruitment,Nebraska,HumanResources,56.46422,4.51336,93.22573738,HeadOffice
457,F,Cashier,Customer Service,Utah,Stores,33.06526605,4.150117009,31.11766958,Stores
458,M,Systems Analyst,Information Technology,West Virginia,InfoTech,32.583867,14.583867,33.80789048,HeadOffice
459,F,Baker,Bakery,New Mexico,Stores,52.18534665,5.98522589,164.0284577,Stores
460,F,Systems Analyst,Information Technology,Oregon,InfoTech,39.19805,11.77536,68.6007296,HeadOffice
461,F,Baker,Bakery,Michigan,Stores,51.07653909,7.062206967,74.59369024,Stores
463,M,Systems Analyst,Information Technology,South Dakota,InfoTech,42.02258,9.34757,67.17936576,HeadOffice
464,M,Cashier,Customer Service,Florida,Stores,62.64433624,2.11603685,156.14084,Stores
465,F,Cashier,Customer Service,Minnesota,Stores,64.23124052,4.361367082,142.841791,Stores
468,M,Systems Analyst,Information Technology,Texas,InfoTech,52.71591,6.112512,80.01481384,HeadOffice
469,M,Cashier,Customer Service,Nevada,Stores,38.23339653,5.945349073,9.282681016,Stores
470,M,Trainer,Training,New Hampshire,HumanResources,49.81724,7.17544,90.36785992,HeadOffice
471,M,Baker,Bakery,Ohio,Stores,31.02611034,7.35501681,25.8851504,Stores
472,F,Cashier,Customer Service,Massachusetts,Stores,44.64552638,5.186879539,99.11984716,Stores
474,F,Trainer,Training,Texas,HumanResources,52.68017,13.518324,30.62074579,HeadOffice
475,F,Baker,Bakery,Pennsylvania,Stores,24.64970229,2.202029073,10.73407329,Stores
476,M,Cashier,Customer Service,North Dakota,Stores,40.59613134,3.606849734,70.64421821,Stores
478,F,Baker,Bakery,Nebraska,Stores,31.30475054,4.667194146,23.91062766,Stores
479,F,Baker,Bakery,Wisconsin,Stores,50.31913455,6.993119027,118.4473153,Stores
480,M,Trainer,Training,Louisiana,HumanResources,55.01031,36.747626,50.27390576,HeadOffice
481,M,Baker,Bakery,Virginia,Stores,38.31455482,3.584010511,11.80970768,Stores
483,F,Cashier,Customer Service,Virginia,Stores,35.19518848,2.867398802,37.08335291,Stores
486,M,Baker,Bakery,Rhode Island,Stores,35.65373786,4.354264592,37.15826466,Stores
487,M,Baker,Bakery,Texas,Stores,49.56480991,4.980004911,100.5049786,Stores
488,M,Trainer,Training,Hawaii,HumanResources,53.4876,4.75773,106.1094726,HeadOffice
490,F,Cashier,Customer Service,Texas,Stores,41.02016162,3.001312253,67.65092244,Stores
491,M,Baker,Bakery,Oklahoma,Stores,53.65045001,5.732534766,129.7523563,Stores
492,F,Baker,Bakery,Arizona,Stores,39.86005478,4.322793577,76.99938789,Stores
493,M,Baker,Bakery,Missouri,Stores,35.48923302,5.155877892,48.83862073,Stores
494,M,Baker,Bakery,Virginia,Stores,41.24735452,6.426720249,52.38401943,Stores
495,F,Trainer,Training,New York,HumanResources,51.24375,12.864293,84.29653086,HeadOffice
496,F,Trainer,Training,Minnesota,HumanResources,41.15682,10.819168,57.05243648,HeadOffice
497,F,Cashier,Customer Service,Delaware,Stores,30.09141482,2.895991075,31.12032547,Stores
498,F,Cashier,Customer Service,South Dakota,Stores,42.70822237,6.815473083,53.07672136,Stores
500,F,Cashier,Customer Service,Illinois,Stores,46.28528634,3.727928211,81.19967946,Stores
501,M,Baker,Bakery,Texas,Stores,45.58167384,6.644151946,44.21056474,Stores
502,F,Cashier,Customer Service,Florida,Stores,66.49516162,4.760325776,169.7687159,Stores
503,M,Cashier,Customer Service,Illinois,Stores,40.96629617,4.990706299,79.43810362,Stores
504,F,Cashier,Customer Service,Arizona,Stores,43.27422875,2.991131679,71.05758616,Stores
505,F,Baker,Bakery,Maryland,Stores,51.84764863,3.271258828,123.7022374,Stores
507,F,Cashier,Customer Service,South Dakota,Stores,42.37413102,6.23576366,83.60413285,Stores
508,F,Baker,Bakery,Florida,Stores,25.02316891,4.01253573,45.31146625,Stores
509,F,Cashier,Customer Service,Alaska,Stores,38.19423272,5.365217191,69.66174284,Stores
510,M,Cashier,Customer Service,Rhode Island,Stores,44.01749332,2.105288277,26.03181751,Stores
511,M,Cashier,Customer Service,Montana,Stores,41.55249645,4.160047648,50.58240885,Stores
512,F,Trainer,Training,California,HumanResources,41.58173,22.559587,45.88654741,HeadOffice
513,F,Baker,Bakery,Kentucky,Stores,56.09869059,3.427596501,133.690146,Stores
514,F,Baker,Bakery,Florida,Stores,46.28919022,4.866331534,96.21594145,Stores
515,M,Baker,Bakery,Connecticut,Stores,41.69727314,8.673874524,52.62043385,Stores
516,M,Cashier,Customer Service,Arkansas,Stores,39.65506384,4.012290354,44.00717881,Stores
517,F,Cashier,Customer Service,Mississippi,Stores,40.33492499,5.825699539,95.21097697,Stores
519,M,Baker,Bakery,Wisconsin,Stores,37.23639774,5.488949207,13.60130395,Stores
520,F,Cashier,Customer Service,Oklahoma,Stores,33.89015822,2.657277444,52.91264123,Stores
521,F,Cashier,Customer Service,Hawaii,Stores,61.90124029,3.225601541,149.0636276,Stores
522,F,Baker,Bakery,Illinois,Stores,33.91263819,4.523706933,86.24173557,Stores
523,M,Baker,Bakery,New Mexico,Stores,36.08963594,3.949337002,45.684955,Stores
524,F,Baker,Bakery,Maryland,Stores,43.20381109,1.092873274,102.7724072,Stores
525,M,Baker,Bakery,Illinois,Stores,48.96808513,5.677484549,74.11078632,Stores
527,F,Baker,Bakery,Indiana,Stores,37.99459283,4.634454297,45.13770923,Stores
528,M,Baker,Bakery,Maryland,Stores,31.4441356,4.795929648,5.2918351,Stores
529,F,Baker,Bakery,West Virginia,Stores,41.75183657,3.040349891,88.21703977,Stores
530,M,Baker,Bakery,Vermont,Stores,44.81843165,4.796230499,62.93823977,Stores
532,M,Baker,Bakery,Vermont,Stores,41.26602956,5.188036812,63.66885587,Stores
533,M,Cashier,Customer Service,Indiana,Stores,39.44199711,3.976574898,13.76948611,Stores
534,F,Baker,Bakery,Louisiana,Stores,49.9537953,4.795101989,127.2149817,Stores
535,F,Cashier,Customer Service,Mississippi,Stores,48.75677192,1.16251975,107.6904896,Stores
536,F,Baker,Bakery,Idaho,Stores,32.96692751,2.688811846,25.98804025,Stores
538,F,Cashier,Customer Service,Connecticut,Stores,37.44193817,2.527704328,45.84689659,Stores
539,M,Baker,Bakery,Nevada,Stores,40.44586615,4.971900711,20.06707787,Stores
540,M,Cashier,Customer Service,Montana,Stores,38.41935119,1.941681595,50.61481444,Stores
541,F,Baker,Bakery,Ohio,Stores,46.40224439,3.523748799,109.5534381,Stores
542,M,Baker,Bakery,Georgia,Stores,41.58973704,5.895661442,56.79406073,Stores
543,F,Baker,Bakery,North Carolina,Stores,45.38657096,4.32784132,111.7492434,Stores
544,M,Baker,Bakery,West Virginia,Stores,47.75440319,3.42158005,76.81497588,Stores
545,M,Cashier,Customer Service,Vermont,Stores,43.25049415,4.030591042,41.39738438,Stores
546,M,Baker,Bakery,Minnesota,Stores,46.93512856,4.076901727,50.99082253,Stores
547,M,Baker,Bakery,Illinois,Stores,46.20881073,4.574756395,70.06987632,Stores
548,M,Cashier,Customer Service,Kentucky,Stores,45.34061132,3.433324506,79.58073571,Stores
549,F,Cashier,Customer Service,Michigan,Stores,38.04718292,4.279543053,106.0343282,Stores
550,M,Cashier,Customer Service,Kansas,Stores,39.17916703,6.219623594,42.16699012,Stores
552,M,Cashier,Customer Service,Alabama,Stores,54.37394171,5.902829005,92.4677711,Stores
553,F,Baker,Bakery,Kentucky,Stores,51.02314474,4.604590569,107.6791991,Stores
554,F,Cashier,Customer Service,Texas,Stores,49.04826427,2.047740614,69.39755984,Stores
555,M,Cashier,Customer Service,Massachusetts,Stores,45.2977846,5.372774651,23.99371415,Stores
556,F,Cashier,Customer Service,Texas,Stores,44.56311931,3.592505022,100.4658194,Stores
557,F,Baker,Bakery,Georgia,Stores,34.85413733,6.882138831,66.91552779,Stores
558,M,Baker,Bakery,Nevada,Stores,43.89481225,5.376468951,87.30318053,Stores
559,F,Cashier,Customer Service,Colorado,Stores,53.40880238,5.116614731,151.3251714,Stores
560,F,Cashier,Customer Service,Utah,Stores,46.34036748,5.443426787,33.08844526,Stores
561,M,Baker,Bakery,Virginia,Stores,37.5092646,5.559828464,55.26121022,Stores
562,M,Baker,Bakery,Illinois,Stores,49.18463773,4.868731206,132.4559037,Stores
563,F,Baker,Bakery,Alabama,Stores,35.02791795,5.494794896,39.13895159,Stores
564,F,Baker,Bakery,Oklahoma,Stores,72.37682997,3.657864977,198.7234347,Stores
565,M,Baker,Bakery,Texas,Stores,56.19153724,1.476337931,148.7856636,Stores
568,M,Cashier,Customer Service,Mississippi,Stores,31.25770445,4.841974023,56.42146954,Stores
569,M,Baker,Bakery,Iowa,Stores,55.51526963,7.037455685,82.68538048,Stores
570,F,Cashier,Customer Service,New Jersey,Stores,37.66532095,2.614915037,29.58021189,Stores
571,F,Baker,Bakery,Wyoming,Stores,28.39263568,3.86605802,37.66602476,Stores
572,M,Cashier,Customer Service,North Carolina,Stores,48.74800192,4.575556712,64.28185134,Stores
573,F,Cashier,Customer Service,Mississippi,Stores,48.69833401,5.053625124,84.39265414,Stores
574,F,Baker,Bakery,Wisconsin,Stores,46.6484653,3.645285207,120.4381332,Stores
575,M,Baker,Bakery,Oklahoma,Stores,39.62288066,4.170784157,12.67385607,Stores
577,F,Cashier,Customer Service,New Hampshire,Stores,36.77409069,2.07961487,25.7281076,Stores
578,M,Cashier,Customer Service,Kansas,Stores,40.80308129,6.461308625,2.463030869,Stores
579,F,Cashier,Customer Service,Arkansas,Stores,48.29611872,3.584038643,77.95389827,Stores
580,F,Baker,Bakery,Utah,Stores,47.79475208,6.306483667,143.0762254,Stores
581,F,Baker,Bakery,Rhode Island,Stores,46.6965456,3.848541179,129.2508488,Stores
582,F,Baker,Bakery,Connecticut,Stores,54.93301572,3.539712571,119.243563,Stores
583,M,Baker,Bakery,Virginia,Stores,41.3765045,3.815186555,27.28258892,Stores
584,M,Baker,Bakery,Florida,Stores,37.84228142,4.714938572,70.22163116,Stores
585,F,Cashier,Customer Service,Colorado,Stores,55.8655553,4.712702639,129.4246807,Stores
586,F,Baker,Bakery,Indiana,Stores,43.38069604,1.378690353,89.82506332,Stores
587,F,Baker,Bakery,Wyoming,Stores,34.01175576,4.448462783,8.67270521,Stores
588,F,Baker,Bakery,Tennessee,Stores,58.55919934,4.603690955,166.1872276,Stores
589,F,Cashier,Customer Service,Pennsylvania,Stores,31.2548297,7.0222333,3.092995468,Stores
590,M,Cashier,Customer Service,West Virginia,Stores,44.20378464,7.969258191,17.19595292,Stores
592,F,Cashier,Customer Service,Iowa,Stores,42.30879305,5.223027324,70.02912644,Stores
593,M,Baker,Bakery,Massachusetts,Stores,42.46392119,6.41256881,49.01027129,Stores
594,F,Baker,Bakery,Pennsylvania,Stores,45.03213094,6.121339477,92.27183558,Stores
595,F,Cashier,Customer Service,Ohio,Stores,42.02740127,6.517580277,52.63937321,Stores
596,M,Baker,Bakery,West Virginia,Stores,45.73093779,5.45938467,31.16580854,Stores
598,F,Baker,Bakery,South Carolina,Stores,42.86557898,3.276338329,64.66700892,Stores
599,F,Cashier,Customer Service,Colorado,Stores,50.49878181,5.310836226,94.62948564,Stores
600,M,Cashier,Customer Service,Montana,Stores,44.86858101,4.997835851,77.50679,Stores
601,M,Cashier,Customer Service,Iowa,Stores,35.55819072,4.288805275,40.25888671,Stores
603,F,Cashier,Customer Service,Arizona,Stores,38.61276795,4.967601384,73.44402215,Stores
604,F,Cashier,Customer Service,Alaska,Stores,40.31364194,3.084619432,79.84894034,Stores
605,M,Baker,Bakery,Arizona,Stores,37.4003216,2.298445198,55.3475486,Stores
606,F,Cashier,Customer Service,Maryland,Stores,47.6344986,3.74143708,149.1087377,Stores
607,F,Cashier,Customer Service,Arizona,Stores,42.13794534,6.483756359,62.31592662,Stores
608,M,Baker,Bakery,Louisiana,Stores,50.11363957,4.963653399,61.32397197,Stores
609,F,Cashier,Customer Service,North Carolina,Stores,41.21462429,1.841172741,110.0213338,Stores
610,M,Cashier,Customer Service,Colorado,Stores,39.58716727,3.98383361,23.81327626,Stores
611,M,Cashier,Customer Service,Kansas,Stores,53.40176687,7.24794603,50.58344539,Stores
612,M,Baker,Bakery,Alaska,Stores,36.79882097,1.735452211,10.00098837,Stores
613,F,Baker,Bakery,New Mexico,Stores,45.21348727,5.307752659,43.5185533,Stores
614,M,Baker,Bakery,Iowa,Stores,47.50222641,3.942650222,24.08070269,Stores
615,M,Cashier,Customer Service,Massachusetts,Stores,44.21767335,4.60963414,39.53909314,Stores
616,M,Baker,Bakery,Kansas,Stores,46.23696626,5.833498424,107.627711,Stores
617,M,Cashier,Customer Service,Virginia,Stores,55.78249132,3.848872855,83.23389246,Stores
618,M,Cashier,Customer Service,Colorado,Stores,59.14030567,4.657214088,119.0761724,Stores
619,F,Cashier,Customer Service,Virginia,Stores,46.57401801,4.379138574,67.85409646,Stores
620,M,Meat Cutter,Meats,Maine,Stores,46.28671457,1.0,94.33966008,Stores
621,M,Baker,Bakery,Florida,Stores,44.82784219,4.142268776,47.79960394,Stores
622,M,Cashier,Customer Service,Nevada,Stores,39.85241124,6.290397254,90.16103707,Stores
623,M,Baker,Bakery,Iowa,Stores,35.25714014,5.510858263,27.00050332,Stores
624,M,Baker,Bakery,New Mexico,Stores,44.33134212,6.014187868,13.41053488,Stores
625,F,Cashier,Customer Service,New York,Stores,40.30440311,4.021435745,14.04732975,Stores
626,M,Cashier,Customer Service,South Carolina,Stores,36.07493606,5.17574406,23.26252662,Stores
627,F,Cashier,Customer Service,Virginia,Stores,45.66614813,0.634371365,98.22382264,Stores
628,M,Cashier,Customer Service,Maine,Stores,63.09056061,5.359203978,98.10510618,Stores
629,M,Baker,Bakery,Utah,Stores,45.1240021,2.547521085,72.63041153,Stores
630,F,Baker,Bakery,Florida,Stores,32.25729619,6.279893018,3.736624942,Stores
631,F,Cashier,Customer Service,Kentucky,Stores,40.61054932,3.192356687,71.50318359,Stores
633,F,Cashier,Customer Service,Colorado,Stores,56.96786215,1.792271786,125.1801843,Stores
634,M,Cashier,Customer Service,Utah,Stores,51.21316414,4.74671669,73.90899805,Stores
635,M,Baker,Bakery,West Virginia,Stores,40.95799719,6.343685744,40.71008992,Stores
636,M,Baker,Bakery,Michigan,Stores,47.54241771,4.956304386,73.0084095,Stores
637,M,Baker,Bakery,Minnesota,Stores,56.61314057,5.364002222,148.1450701,Stores
638,F,Cashier,Customer Service,New Jersey,Stores,50.69798824,3.967755575,107.7756323,Stores
640,M,Cashier,Customer Service,Pennsylvania,Stores,45.94557333,5.624960473,37.84075849,Stores
641,F,Cashier,Customer Service,Montana,Stores,50.63573616,6.072699641,138.3473309,Stores
642,F,Cashier,Customer Service,South Dakota,Stores,57.14615347,3.644145208,179.3053625,Stores
644,F,Cashier,Customer Service,Mississippi,Stores,50.30537989,4.551690971,136.4474861,Stores
645,M,Cashier,Customer Service,Wisconsin,Stores,44.41256187,5.928443231,53.54367021,Stores
